Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear
"89286","1998-05-16","Saturday, May 16, 1998","May 16, 1998","Saturday","Sat","May","May","136","20","89281","89287","6","5","89271","89301","31","16","2","89171","89400","91","46","1998","88871","90001","365"
"89287","1998-05-17","Sunday, May 17, 1998","May 17, 1998","Sunday","Sun","May","May","137","20","89281","89287","7","5","89271","89301","31","17","2","89171","89400","91","47","1998","88871","90001","365"
"89288","1998-05-18","Monday, May 18, 1998","May 18, 1998","Monday","Mon","May","May","138","21","89288","89294","1","5","89271","89301","31","18","2","89171","89400","91","48","1998","88871","90001","365"
"89289","1998-05-19","Tuesday, May 19, 1998","May 19, 1998","Tuesday","Tue","May","May","139","21","89288","89294","2","5","89271","89301","31","19","2","89171","89400","91","49","1998","88871","90001","365"
"89290","1998-05-20","Wednesday, May 20, 1998","May 20, 1998","Wednesday","Wed","May","May","140","21","89288","89294","3","5","89271","89301","31","20","2","89171","89400","91","50","1998","88871","90001","365"
"89291","1998-05-21","Thursday, May 21, 1998","May 21, 1998","Thursday","Thu","May","May","141","21","89288","89294","4","5","89271","89301","31","21","2","89171","89400","91","51","1998","88871","90001","365"
"89292","1998-05-22","Friday, May 22, 1998","May 22, 1998","Friday","Fri","May","May","142","21","89288","89294","5","5","89271","89301","31","22","2","89171","89400","91","52","1998","88871","90001","365"
"89293","1998-05-23","Saturday, May 23, 1998","May 23, 1998","Saturday","Sat","May","May","143","21","89288","89294","6","5","89271","89301","31","23","2","89171","89400","91","53","1998","88871","90001","365"
"89294","1998-05-24","Sunday, May 24, 1998","May 24, 1998","Sunday","Sun","May","May","144","21","89288","89294","7","5","89271","89301","31","24","2","89171","89400","91","54","1998","88871","90001","365"
"89295","1998-05-25","Monday, May 25, 1998","May 25, 1998","Monday","Mon","May","May","145","22","89295","89301","1","5","89271","89301","31","25","2","89171","89400","91","55","1998","88871","90001","365"
"89296","1998-05-26","Tuesday, May 26, 1998","May 26, 1998","Tuesday","Tue","May","May","146","22","89295","89301","2","5","89271","89301","31","26","2","89171","89400","91","56","1998","88871","90001","365"
"89297","1998-05-27","Wednesday, May 27, 1998","May 27, 1998","Wednesday","Wed","May","May","147","22","89295","89301","3","5","89271","89301","31","27","2","89171","89400","91","57","1998","88871","90001","365"
"89298","1998-05-28","Thursday, May 28, 1998","May 28, 1998","Thursday","Thu","May","May","148","22","89295","89301","4","5","89271","89301","31","28","2","89171","89400","91","58","1998","88871","90001","365"
"89299","1998-05-29","Friday, May 29, 1998","May 29, 1998","Friday","Fri","May","May","149","22","89295","89301","5","5","89271","89301","31","29","2","89171","89400","91","59","1998","88871","90001","365"
"89300","1998-05-30","Saturday, May 30, 1998","May 30, 1998","Saturday","Sat","May","May","150","22","89295","89301","6","5","89271","89301","31","30","2","89171","89400","91","60","1998","88871","90001","365"
"89301","1998-05-31","Sunday, May 31, 1998","May 31, 1998","Sunday","Sun","May","May","151","22","89295","89301","7","5","89271","89301","31","31","2","89171","89400","91","61","1998","88871","90001","365"
"89371","1998-06-01","Monday, June 1, 1998","Jun 1, 1998","Monday","Mon","June","Jun","152","23","89371","89377","1","6","89371","89400","30","1","2","89171","89400","91","62","1998","88871","90001","365"
"89372","1998-06-02","Tuesday, June 2, 1998","Jun 2, 1998","Tuesday","Tue","June","Jun","153","23","89371","89377","2","6","89371","89400","30","2","2","89171","89400","91","63","1998","88871","90001","365"
"89373","1998-06-03","Wednesday, June 3, 1998","Jun 3, 1998","Wednesday","Wed","June","Jun","154","23","89371","89377","3","6","89371","89400","30","3","2","89171","89400","91","64","1998","88871","90001","365"
"89374","1998-06-04","Thursday, June 4, 1998","Jun 4, 1998","Thursday","Thu","June","Jun","155","23","89371","89377","4","6","89371","89400","30","4","2","89171","89400","91","65","1998","88871","90001","365"
"89375","1998-06-05","Friday, June 5, 1998","Jun 5, 1998","Friday","Fri","June","Jun","156","23","89371","89377","5","6","89371","89400","30","5","2","89171","89400","91","66","1998","88871","90001","365"
"89376","1998-06-06","Saturday, June 6, 1998","Jun 6, 1998","Saturday","Sat","June","Jun","157","23","89371","89377","6","6","89371","89400","30","6","2","89171","89400","91","67","1998","88871","90001","365"
"89377","1998-06-07","Sunday, June 7, 1998","Jun 7, 1998","Sunday","Sun","June","Jun","158","23","89371","89377","7","6","89371","89400","30","7","2","89171","89400","91","68","1998","88871","90001","365"
"89378","1998-06-08","Monday, June 8, 1998","Jun 8, 1998","Monday","Mon","June","Jun","159","24","89378","89384","1","6","89371","89400","30","8","2","89171","89400","91","69","1998","88871","90001","365"
"89379","1998-06-09","Tuesday, June 9, 1998","Jun 9, 1998","Tuesday","Tue","June","Jun","160","24","89378","89384","2","6","89371","89400","30","9","2","89171","89400","91","70","1998","88871","90001","365"
"89380","1998-06-10","Wednesday, June 10, 1998","Jun 10, 1998","Wednesday","Wed","June","Jun","161","24","89378","89384","3","6","89371","89400","30","10","2","89171","89400","91","71","1998","88871","90001","365"
"89381","1998-06-11","Thursday, June 11, 1998","Jun 11, 1998","Thursday","Thu","June","Jun","162","24","89378","89384","4","6","89371","89400","30","11","2","89171","89400","91","72","1998","88871","90001","365"
"89382","1998-06-12","Friday, June 12, 1998","Jun 12, 1998","Friday","Fri","June","Jun","163","24","89378","89384","5","6","89371","89400","30","12","2","89171","89400","91","73","1998","88871","90001","365"
"89383","1998-06-13","Saturday, June 13, 1998","Jun 13, 1998","Saturday","Sat","June","Jun","164","24","89378","89384","6","6","89371","89400","30","13","2","89171","89400","91","74","1998","88871","90001","365"
"89384","1998-06-14","Sunday, June 14, 1998","Jun 14, 1998","Sunday","Sun","June","Jun","165","24","89378","89384","7","6","89371","89400","30","14","2","89171","89400","91","75","1998","88871","90001","365"
"89385","1998-06-15","Monday, June 15, 1998","Jun 15, 1998","Monday","Mon","June","Jun","166","25","89385","89391","1","6","89371","89400","30","15","2","89171","89400","91","76","1998","88871","90001","365"
"89386","1998-06-16","Tuesday, June 16, 1998","Jun 16, 1998","Tuesday","Tue","June","Jun","167","25","89385","89391","2","6","89371","89400","30","16","2","89171","89400","91","77","1998","88871","90001","365"
"89387","1998-06-17","Wednesday, June 17, 1998","Jun 17, 1998","Wednesday","Wed","June","Jun","168","25","89385","89391","3","6","89371","89400","30","17","2","89171","89400","91","78","1998","88871","90001","365"
"89388","1998-06-18","Thursday, June 18, 1998","Jun 18, 1998","Thursday","Thu","June","Jun","169","25","89385","89391","4","6","89371","89400","30","18","2","89171","89400","91","79","1998","88871","90001","365"
"89389","1998-06-19","Friday, June 19, 1998","Jun 19, 1998","Friday","Fri","June","Jun","170","25","89385","89391","5","6","89371","89400","30","19","2","89171","89400","91","80","1998","88871","90001","365"
"89390","1998-06-20","Saturday, June 20, 1998","Jun 20, 1998","Saturday","Sat","June","Jun","171","25","89385","89391","6","6","89371","89400","30","20","2","89171","89400","91","81","1998","88871","90001","365"
"89391","1998-06-21","Sunday, June 21, 1998","Jun 21, 1998","Sunday","Sun","June","Jun","172","25","89385","89391","7","6","89371","89400","30","21","2","89171","89400","91","82","1998","88871","90001","365"
"89392","1998-06-22","Monday, June 22, 1998","Jun 22, 1998","Monday","Mon","June","Jun","173","26","89392","89398","1","6","89371","89400","30","22","2","89171","89400","91","83","1998","88871","90001","365"
"89393","1998-06-23","Tuesday, June 23, 1998","Jun 23, 1998","Tuesday","Tue","June","Jun","174","26","89392","89398","2","6","89371","89400","30","23","2","89171","89400","91","84","1998","88871","90001","365"
"89394","1998-06-24","Wednesday, June 24, 1998","Jun 24, 1998","Wednesday","Wed","June","Jun","175","26","89392","89398","3","6","89371","89400","30","24","2","89171","89400","91","85","1998","88871","90001","365"
"89395","1998-06-25","Thursday, June 25, 1998","Jun 25, 1998","Thursday","Thu","June","Jun","176","26","89392","89398","4","6","89371","89400","30","25","2","89171","89400","91","86","1998","88871","90001","365"
"89396","1998-06-26","Friday, June 26, 1998","Jun 26, 1998","Friday","Fri","June","Jun","177","26","89392","89398","5","6","89371","89400","30","26","2","89171","89400","91","87","1998","88871","90001","365"
"89397","1998-06-27","Saturday, June 27, 1998","Jun 27, 1998","Saturday","Sat","June","Jun","178","26","89392","89398","6","6","89371","89400","30","27","2","89171","89400","91","88","1998","88871","90001","365"
"89398","1998-06-28","Sunday, June 28, 1998","Jun 28, 1998","Sunday","Sun","June","Jun","179","26","89392","89398","7","6","89371","89400","30","28","2","89171","89400","91","89","1998","88871","90001","365"
"89399","1998-06-29","Monday, June 29, 1998","Jun 29, 1998","Monday","Mon","June","Jun","180","27","89399","89475","1","6","89371","89400","30","29","2","89171","89400","91","90","1998","88871","90001","365"
"89400","1998-06-30","Tuesday, June 30, 1998","Jun 30, 1998","Tuesday","Tue","June","Jun","181","27","89399","89475","2","6","89371","89400","30","30","2","89171","89400","91","91","1998","88871","90001","365"
"89471","1998-07-01","Wednesday, July 1, 1998","Jul 1, 1998","Wednesday","Wed","July","Jul","182","27","89399","89475","3","7","89471","89501","31","1","3","89471","89700","92","1","1998","88871","90001","365"
"89472","1998-07-02","Thursday, July 2, 1998","Jul 2, 1998","Thursday","Thu","July","Jul","183","27","89399","89475","4","7","89471","89501","31","2","3","89471","89700","92","2","1998","88871","90001","365"
"89473","1998-07-03","Friday, July 3, 1998","Jul 3, 1998","Friday","Fri","July","Jul","184","27","89399","89475","5","7","89471","89501","31","3","3","89471","89700","92","3","1998","88871","90001","365"
"89474","1998-07-04","Saturday, July 4, 1998","Jul 4, 1998","Saturday","Sat","July","Jul","185","27","89399","89475","6","7","89471","89501","31","4","3","89471","89700","92","4","1998","88871","90001","365"
"89475","1998-07-05","Sunday, July 5, 1998","Jul 5, 1998","Sunday","Sun","July","Jul","186","27","89399","89475","7","7","89471","89501","31","5","3","89471","89700","92","5","1998","88871","90001","365"
"89476","1998-07-06","Monday, July 6, 1998","Jul 6, 1998","Monday","Mon","July","Jul","187","28","89476","89482","1","7","89471","89501","31","6","3","89471","89700","92","6","1998","88871","90001","365"
"89477","1998-07-07","Tuesday, July 7, 1998","Jul 7, 1998","Tuesday","Tue","July","Jul","188","28","89476","89482","2","7","89471","89501","31","7","3","89471","89700","92","7","1998","88871","90001","365"
"89478","1998-07-08","Wednesday, July 8, 1998","Jul 8, 1998","Wednesday","Wed","July","Jul","189","28","89476","89482","3","7","89471","89501","31","8","3","89471","89700","92","8","1998","88871","90001","365"
"89479","1998-07-09","Thursday, July 9, 1998","Jul 9, 1998","Thursday","Thu","July","Jul","190","28","89476","89482","4","7","89471","89501","31","9","3","89471","89700","92","9","1998","88871","90001","365"
"89480","1998-07-10","Friday, July 10, 1998","Jul 10, 1998","Friday","Fri","July","Jul","191","28","89476","89482","5","7","89471","89501","31","10","3","89471","89700","92","10","1998","88871","90001","365"
"89481","1998-07-11","Saturday, July 11, 1998","Jul 11, 1998","Saturday","Sat","July","Jul","192","28","89476","89482","6","7","89471","89501","31","11","3","89471","89700","92","11","1998","88871","90001","365"
"89482","1998-07-12","Sunday, July 12, 1998","Jul 12, 1998","Sunday","Sun","July","Jul","193","28","89476","89482","7","7","89471","89501","31","12","3","89471","89700","92","12","1998","88871","90001","365"
"89483","1998-07-13","Monday, July 13, 1998","Jul 13, 1998","Monday","Mon","July","Jul","194","29","89483","89489","1","7","89471","89501","31","13","3","89471","89700","92","13","1998","88871","90001","365"
"89484","1998-07-14","Tuesday, July 14, 1998","Jul 14, 1998","Tuesday","Tue","July","Jul","195","29","89483","89489","2","7","89471","89501","31","14","3","89471","89700","92","14","1998","88871","90001","365"
"89485","1998-07-15","Wednesday, July 15, 1998","Jul 15, 1998","Wednesday","Wed","July","Jul","196","29","89483","89489","3","7","89471","89501","31","15","3","89471","89700","92","15","1998","88871","90001","365"
"89486","1998-07-16","Thursday, July 16, 1998","Jul 16, 1998","Thursday","Thu","July","Jul","197","29","89483","89489","4","7","89471","89501","31","16","3","89471","89700","92","16","1998","88871","90001","365"
"89487","1998-07-17","Friday, July 17, 1998","Jul 17, 1998","Friday","Fri","July","Jul","198","29","89483","89489","5","7","89471","89501","31","17","3","89471","89700","92","17","1998","88871","90001","365"
"89488","1998-07-18","Saturday, July 18, 1998","Jul 18, 1998","Saturday","Sat","July","Jul","199","29","89483","89489","6","7","89471","89501","31","18","3","89471","89700","92","18","1998","88871","90001","365"
"89489","1998-07-19","Sunday, July 19, 1998","Jul 19, 1998","Sunday","Sun","July","Jul","200","29","89483","89489","7","7","89471","89501","31","19","3","89471","89700","92","19","1998","88871","90001","365"
"89490","1998-07-20","Monday, July 20, 1998","Jul 20, 1998","Monday","Mon","July","Jul","201","30","89490","89496","1","7","89471","89501","31","20","3","89471","89700","92","20","1998","88871","90001","365"
"89491","1998-07-21","Tuesday, July 21, 1998","Jul 21, 1998","Tuesday","Tue","July","Jul","202","30","89490","89496","2","7","89471","89501","31","21","3","89471","89700","92","21","1998","88871","90001","365"
"89492","1998-07-22","Wednesday, July 22, 1998","Jul 22, 1998","Wednesday","Wed","July","Jul","203","30","89490","89496","3","7","89471","89501","31","22","3","89471","89700","92","22","1998","88871","90001","365"
"89493","1998-07-23","Thursday, July 23, 1998","Jul 23, 1998","Thursday","Thu","July","Jul","204","30","89490","89496","4","7","89471","89501","31","23","3","89471","89700","92","23","1998","88871","90001","365"
"89494","1998-07-24","Friday, July 24, 1998","Jul 24, 1998","Friday","Fri","July","Jul","205","30","89490","89496","5","7","89471","89501","31","24","3","89471","89700","92","24","1998","88871","90001","365"
"89495","1998-07-25","Saturday, July 25, 1998","Jul 25, 1998","Saturday","Sat","July","Jul","206","30","89490","89496","6","7","89471","89501","31","25","3","89471","89700","92","25","1998","88871","90001","365"
"89496","1998-07-26","Sunday, July 26, 1998","Jul 26, 1998","Sunday","Sun","July","Jul","207","30","89490","89496","7","7","89471","89501","31","26","3","89471","89700","92","26","1998","88871","90001","365"
"89497","1998-07-27","Monday, July 27, 1998","Jul 27, 1998","Monday","Mon","July","Jul","208","31","89497","89572","1","7","89471","89501","31","27","3","89471","89700","92","27","1998","88871","90001","365"
"89498","1998-07-28","Tuesday, July 28, 1998","Jul 28, 1998","Tuesday","Tue","July","Jul","209","31","89497","89572","2","7","89471","89501","31","28","3","89471","89700","92","28","1998","88871","90001","365"
"89499","1998-07-29","Wednesday, July 29, 1998","Jul 29, 1998","Wednesday","Wed","July","Jul","210","31","89497","89572","3","7","89471","89501","31","29","3","89471","89700","92","29","1998","88871","90001","365"
"89500","1998-07-30","Thursday, July 30, 1998","Jul 30, 1998","Thursday","Thu","July","Jul","211","31","89497","89572","4","7","89471","89501","31","30","3","89471","89700","92","30","1998","88871","90001","365"
"89501","1998-07-31","Friday, July 31, 1998","Jul 31, 1998","Friday","Fri","July","Jul","212","31","89497","89572","5","7","89471","89501","31","31","3","89471","89700","92","31","1998","88871","90001","365"
"89571","1998-08-01","Saturday, August 1, 1998","Aug 1, 1998","Saturday","Sat","August","Aug","213","31","89497","89572","6","8","89571","89601","31","1","3","89471","89700","92","32","1998","88871","90001","365"
"89572","1998-08-02","Sunday, August 2, 1998","Aug 2, 1998","Sunday","Sun","August","Aug","214","31","89497","89572","7","8","89571","89601","31","2","3","89471","89700","92","33","1998","88871","90001","365"
"89573","1998-08-03","Monday, August 3, 1998","Aug 3, 1998","Monday","Mon","August","Aug","215","32","89573","89579","1","8","89571","89601","31","3","3","89471","89700","92","34","1998","88871","90001","365"
"89574","1998-08-04","Tuesday, August 4, 1998","Aug 4, 1998","Tuesday","Tue","August","Aug","216","32","89573","89579","2","8","89571","89601","31","4","3","89471","89700","92","35","1998","88871","90001","365"
"89575","1998-08-05","Wednesday, August 5, 1998","Aug 5, 1998","Wednesday","Wed","August","Aug","217","32","89573","89579","3","8","89571","89601","31","5","3","89471","89700","92","36","1998","88871","90001","365"
"89576","1998-08-06","Thursday, August 6, 1998","Aug 6, 1998","Thursday","Thu","August","Aug","218","32","89573","89579","4","8","89571","89601","31","6","3","89471","89700","92","37","1998","88871","90001","365"
"89577","1998-08-07","Friday, August 7, 1998","Aug 7, 1998","Friday","Fri","August","Aug","219","32","89573","89579","5","8","89571","89601","31","7","3","89471","89700","92","38","1998","88871","90001","365"
"89578","1998-08-08","Saturday, August 8, 1998","Aug 8, 1998","Saturday","Sat","August","Aug","220","32","89573","89579","6","8","89571","89601","31","8","3","89471","89700","92","39","1998","88871","90001","365"
"89579","1998-08-09","Sunday, August 9, 1998","Aug 9, 1998","Sunday","Sun","August","Aug","221","32","89573","89579","7","8","89571","89601","31","9","3","89471","89700","92","40","1998","88871","90001","365"
"89580","1998-08-10","Monday, August 10, 1998","Aug 10, 1998","Monday","Mon","August","Aug","222","33","89580","89586","1","8","89571","89601","31","10","3","89471","89700","92","41","1998","88871","90001","365"
"89581","1998-08-11","Tuesday, August 11, 1998","Aug 11, 1998","Tuesday","Tue","August","Aug","223","33","89580","89586","2","8","89571","89601","31","11","3","89471","89700","92","42","1998","88871","90001","365"
"89582","1998-08-12","Wednesday, August 12, 1998","Aug 12, 1998","Wednesday","Wed","August","Aug","224","33","89580","89586","3","8","89571","89601","31","12","3","89471","89700","92","43","1998","88871","90001","365"
"89583","1998-08-13","Thursday, August 13, 1998","Aug 13, 1998","Thursday","Thu","August","Aug","225","33","89580","89586","4","8","89571","89601","31","13","3","89471","89700","92","44","1998","88871","90001","365"
"89584","1998-08-14","Friday, August 14, 1998","Aug 14, 1998","Friday","Fri","August","Aug","226","33","89580","89586","5","8","89571","89601","31","14","3","89471","89700","92","45","1998","88871","90001","365"
"89585","1998-08-15","Saturday, August 15, 1998","Aug 15, 1998","Saturday","Sat","August","Aug","227","33","89580","89586","6","8","89571","89601","31","15","3","89471","89700","92","46","1998","88871","90001","365"
"89586","1998-08-16","Sunday, August 16, 1998","Aug 16, 1998","Sunday","Sun","August","Aug","228","33","89580","89586","7","8","89571","89601","31","16","3","89471","89700","92","47","1998","88871","90001","365"
"89587","1998-08-17","Monday, August 17, 1998","Aug 17, 1998","Monday","Mon","August","Aug","229","34","89587","89593","1","8","89571","89601","31","17","3","89471","89700","92","48","1998","88871","90001","365"
"89588","1998-08-18","Tuesday, August 18, 1998","Aug 18, 1998","Tuesday","Tue","August","Aug","230","34","89587","89593","2","8","89571","89601","31","18","3","89471","89700","92","49","1998","88871","90001","365"
"89589","1998-08-19","Wednesday, August 19, 1998","Aug 19, 1998","Wednesday","Wed","August","Aug","231","34","89587","89593","3","8","89571","89601","31","19","3","89471","89700","92","50","1998","88871","90001","365"
"89590","1998-08-20","Thursday, August 20, 1998","Aug 20, 1998","Thursday","Thu","August","Aug","232","34","89587","89593","4","8","89571","89601","31","20","3","89471","89700","92","51","1998","88871","90001","365"
"89591","1998-08-21","Friday, August 21, 1998","Aug 21, 1998","Friday","Fri","August","Aug","233","34","89587","89593","5","8","89571","89601","31","21","3","89471","89700","92","52","1998","88871","90001","365"
"89592","1998-08-22","Saturday, August 22, 1998","Aug 22, 1998","Saturday","Sat","August","Aug","234","34","89587","89593","6","8","89571","89601","31","22","3","89471","89700","92","53","1998","88871","90001","365"
"89593","1998-08-23","Sunday, August 23, 1998","Aug 23, 1998","Sunday","Sun","August","Aug","235","34","89587","89593","7","8","89571","89601","31","23","3","89471","89700","92","54","1998","88871","90001","365"
"89594","1998-08-24","Monday, August 24, 1998","Aug 24, 1998","Monday","Mon","August","Aug","236","35","89594","89600","1","8","89571","89601","31","24","3","89471","89700","92","55","1998","88871","90001","365"
"89595","1998-08-25","Tuesday, August 25, 1998","Aug 25, 1998","Tuesday","Tue","August","Aug","237","35","89594","89600","2","8","89571","89601","31","25","3","89471","89700","92","56","1998","88871","90001","365"
"89596","1998-08-26","Wednesday, August 26, 1998","Aug 26, 1998","Wednesday","Wed","August","Aug","238","35","89594","89600","3","8","89571","89601","31","26","3","89471","89700","92","57","1998","88871","90001","365"
"89597","1998-08-27","Thursday, August 27, 1998","Aug 27, 1998","Thursday","Thu","August","Aug","239","35","89594","89600","4","8","89571","89601","31","27","3","89471","89700","92","58","1998","88871","90001","365"
"89598","1998-08-28","Friday, August 28, 1998","Aug 28, 1998","Friday","Fri","August","Aug","240","35","89594","89600","5","8","89571","89601","31","28","3","89471","89700","92","59","1998","88871","90001","365"
"89599","1998-08-29","Saturday, August 29, 1998","Aug 29, 1998","Saturday","Sat","August","Aug","241","35","89594","89600","6","8","89571","89601","31","29","3","89471","89700","92","60","1998","88871","90001","365"
"89600","1998-08-30","Sunday, August 30, 1998","Aug 30, 1998","Sunday","Sun","August","Aug","242","35","89594","89600","7","8","89571","89601","31","30","3","89471","89700","92","61","1998","88871","90001","365"
"89601","1998-08-31","Monday, August 31, 1998","Aug 31, 1998","Monday","Mon","August","Aug","243","36","89601","89676","1","8","89571","89601","31","31","3","89471","89700","92","62","1998","88871","90001","365"
"89671","1998-09-01","Tuesday, September 1, 1998","Sep 1, 1998","Tuesday","Tue","September","Sep","244","36","89601","89676","2","9","89671","89700","30","1","3","89471","89700","92","63","1998","88871","90001","365"
"89672","1998-09-02","Wednesday, September 2, 1998","Sep 2, 1998","Wednesday","Wed","September","Sep","245","36","89601","89676","3","9","89671","89700","30","2","3","89471","89700","92","64","1998","88871","90001","365"
"89673","1998-09-03","Thursday, September 3, 1998","Sep 3, 1998","Thursday","Thu","September","Sep","246","36","89601","89676","4","9","89671","89700","30","3","3","89471","89700","92","65","1998","88871","90001","365"
"89674","1998-09-04","Friday, September 4, 1998","Sep 4, 1998","Friday","Fri","September","Sep","247","36","89601","89676","5","9","89671","89700","30","4","3","89471","89700","92","66","1998","88871","90001","365"
"89675","1998-09-05","Saturday, September 5, 1998","Sep 5, 1998","Saturday","Sat","September","Sep","248","36","89601","89676","6","9","89671","89700","30","5","3","89471","89700","92","67","1998","88871","90001","365"
"89676","1998-09-06","Sunday, September 6, 1998","Sep 6, 1998","Sunday","Sun","September","Sep","249","36","89601","89676","7","9","89671","89700","30","6","3","89471","89700","92","68","1998","88871","90001","365"
"89677","1998-09-07","Monday, September 7, 1998","Sep 7, 1998","Monday","Mon","September","Sep","250","37","89677","89683","1","9","89671","89700","30","7","3","89471","89700","92","69","1998","88871","90001","365"
"89678","1998-09-08","Tuesday, September 8, 1998","Sep 8, 1998","Tuesday","Tue","September","Sep","251","37","89677","89683","2","9","89671","89700","30","8","3","89471","89700","92","70","1998","88871","90001","365"
"89679","1998-09-09","Wednesday, September 9, 1998","Sep 9, 1998","Wednesday","Wed","September","Sep","252","37","89677","89683","3","9","89671","89700","30","9","3","89471","89700","92","71","1998","88871","90001","365"
"89680","1998-09-10","Thursday, September 10, 1998","Sep 10, 1998","Thursday","Thu","September","Sep","253","37","89677","89683","4","9","89671","89700","30","10","3","89471","89700","92","72","1998","88871","90001","365"
"89681","1998-09-11","Friday, September 11, 1998","Sep 11, 1998","Friday","Fri","September","Sep","254","37","89677","89683","5","9","89671","89700","30","11","3","89471","89700","92","73","1998","88871","90001","365"
"89682","1998-09-12","Saturday, September 12, 1998","Sep 12, 1998","Saturday","Sat","September","Sep","255","37","89677","89683","6","9","89671","89700","30","12","3","89471","89700","92","74","1998","88871","90001","365"
"89683","1998-09-13","Sunday, September 13, 1998","Sep 13, 1998","Sunday","Sun","September","Sep","256","37","89677","89683","7","9","89671","89700","30","13","3","89471","89700","92","75","1998","88871","90001","365"
"89684","1998-09-14","Monday, September 14, 1998","Sep 14, 1998","Monday","Mon","September","Sep","257","38","89684","89690","1","9","89671","89700","30","14","3","89471","89700","92","76","1998","88871","90001","365"
"89685","1998-09-15","Tuesday, September 15, 1998","Sep 15, 1998","Tuesday","Tue","September","Sep","258","38","89684","89690","2","9","89671","89700","30","15","3","89471","89700","92","77","1998","88871","90001","365"
"89686","1998-09-16","Wednesday, September 16, 1998","Sep 16, 1998","Wednesday","Wed","September","Sep","259","38","89684","89690","3","9","89671","89700","30","16","3","89471","89700","92","78","1998","88871","90001","365"
"89687","1998-09-17","Thursday, September 17, 1998","Sep 17, 1998","Thursday","Thu","September","Sep","260","38","89684","89690","4","9","89671","89700","30","17","3","89471","89700","92","79","1998","88871","90001","365"
"89688","1998-09-18","Friday, September 18, 1998","Sep 18, 1998","Friday","Fri","September","Sep","261","38","89684","89690","5","9","89671","89700","30","18","3","89471","89700","92","80","1998","88871","90001","365"
"89689","1998-09-19","Saturday, September 19, 1998","Sep 19, 1998","Saturday","Sat","September","Sep","262","38","89684","89690","6","9","89671","89700","30","19","3","89471","89700","92","81","1998","88871","90001","365"
"89690","1998-09-20","Sunday, September 20, 1998","Sep 20, 1998","Sunday","Sun","September","Sep","263","38","89684","89690","7","9","89671","89700","30","20","3","89471","89700","92","82","1998","88871","90001","365"
"89691","1998-09-21","Monday, September 21, 1998","Sep 21, 1998","Monday","Mon","September","Sep","264","39","89691","89697","1","9","89671","89700","30","21","3","89471","89700","92","83","1998","88871","90001","365"
"89692","1998-09-22","Tuesday, September 22, 1998","Sep 22, 1998","Tuesday","Tue","September","Sep","265","39","89691","89697","2","9","89671","89700","30","22","3","89471","89700","92","84","1998","88871","90001","365"
"89693","1998-09-23","Wednesday, September 23, 1998","Sep 23, 1998","Wednesday","Wed","September","Sep","266","39","89691","89697","3","9","89671","89700","30","23","3","89471","89700","92","85","1998","88871","90001","365"
"89694","1998-09-24","Thursday, September 24, 1998","Sep 24, 1998","Thursday","Thu","September","Sep","267","39","89691","89697","4","9","89671","89700","30","24","3","89471","89700","92","86","1998","88871","90001","365"
"89695","1998-09-25","Friday, September 25, 1998","Sep 25, 1998","Friday","Fri","September","Sep","268","39","89691","89697","5","9","89671","89700","30","25","3","89471","89700","92","87","1998","88871","90001","365"
"89696","1998-09-26","Saturday, September 26, 1998","Sep 26, 1998","Saturday","Sat","September","Sep","269","39","89691","89697","6","9","89671","89700","30","26","3","89471","89700","92","88","1998","88871","90001","365"
"89697","1998-09-27","Sunday, September 27, 1998","Sep 27, 1998","Sunday","Sun","September","Sep","270","39","89691","89697","7","9","89671","89700","30","27","3","89471","89700","92","89","1998","88871","90001","365"
"89698","1998-09-28","Monday, September 28, 1998","Sep 28, 1998","Monday","Mon","September","Sep","271","40","89698","89774","1","9","89671","89700","30","28","3","89471","89700","92","90","1998","88871","90001","365"
"89699","1998-09-29","Tuesday, September 29, 1998","Sep 29, 1998","Tuesday","Tue","September","Sep","272","40","89698","89774","2","9","89671","89700","30","29","3","89471","89700","92","91","1998","88871","90001","365"
"89700","1998-09-30","Wednesday, September 30, 1998","Sep 30, 1998","Wednesday","Wed","September","Sep","273","40","89698","89774","3","9","89671","89700","30","30","3","89471","89700","92","92","1998","88871","90001","365"
"89771","1998-10-01","Thursday, October 1, 1998","Oct 1, 1998","Thursday","Thu","October","Oct","274","40","89698","89774","4","10","89771","89801","31","1","4","89771","90001","92","1","1998","88871","90001","365"
"89772","1998-10-02","Friday, October 2, 1998","Oct 2, 1998","Friday","Fri","October","Oct","275","40","89698","89774","5","10","89771","89801","31","2","4","89771","90001","92","2","1998","88871","90001","365"
"89773","1998-10-03","Saturday, October 3, 1998","Oct 3, 1998","Saturday","Sat","October","Oct","276","40","89698","89774","6","10","89771","89801","31","3","4","89771","90001","92","3","1998","88871","90001","365"
"89774","1998-10-04","Sunday, October 4, 1998","Oct 4, 1998","Sunday","Sun","October","Oct","277","40","89698","89774","7","10","89771","89801","31","4","4","89771","90001","92","4","1998","88871","90001","365"
